"Year","CountryAbb","CountryName","idealpoint","PctAgreeUS","PctAgreeRUSSIA","distanceToRussia"
1985,"DJI","Djibouti",-0.2866445,0.1285714,0.8,4920
1986,"DJI","Djibouti",-0.2847817,0.1428571,0.8345324,4920
1987,"DJI","Djibouti",-0.3831484,0.09836066,0.9430894,4920
1988,"DJI","Djibouti",-0.3751109,0.1230769,0.9147287,4920
1989,"DJI","Djibouti",-0.4829501,0.08490566,0.9528302,4920
1990,"DJI","Djibouti",-0.5799531,0.1566265,0.9638554,4920
1991,"DJI","Djibouti",-0.6621989,0.1304348,0.5882353,4920
1992,"DJI","Djibouti",-0.708433,0.1617647,0.4852941,4920
1993,"DJI","Djibouti",-0.7656925,0.1551724,0.4310345,4920
1994,"DJI","Djibouti",-0.6226039,0.2881356,0.5084746,4920
1995,"DJI","Djibouti",-0.7330932,0.2,0.5333333,4920
1996,"DJI","Djibouti",-0.8249002,0.2580645,0.6065574,4920
1997,"DJI","Djibouti",-0.7913969,0.2380952,0.6984127,4920
1998,"DJI","Djibouti",-0.7489852,0.2033898,0.6206897,4920
1999,"DJI","Djibouti",-0.7990247,0.1692308,0.6307692,4920
2000,"DJI","Djibouti",-0.6579939,0.2,0.7076923,4920
2001,"DJI","Djibouti",-0.8945693,0.09375,0.734375,4920
2002,"DJI","Djibouti",-0.9235137,0.08571429,0.7647059,4920
2003,"DJI","Djibouti",-0.9977678,0.09459459,0.7432432,4920
2004,"DJI","Djibouti",-1.004344,0.07246377,0.7647059,4920
2005,"DJI","Djibouti",-0.9052088,0.08333333,0.7222222,4920
2006,"DJI","Djibouti",-0.8461844,0.08139535,0.7325581,4920
2007,"DJI","Djibouti",-0.8837645,0.03947368,0.7066667,4920
2008,"DJI","Djibouti",-0.9390821,0.07246377,0.7246377,4920
2009,"DJI","Djibouti",-1.026857,0.078125,0.6875,4920
2010,"DJI","Djibouti",-0.6983931,0.1515152,0.7164179,4920
2011,"DJI","Djibouti",-0.794258,0.1692308,0.6769231,4920
2012,"DJI","Djibouti",-0.8274164,0.1641791,0.6716418,4920
1946,"ETH","Ethiopia",0.4414337,0.5641026,0.3333333,5183
1947,"ETH","Ethiopia",0.06638496,0.3947368,0.6052632,5183
1948,"ETH","Ethiopia",0.6609776,0.4489796,0.1752577,5183
1949,"ETH","Ethiopia",0.4992846,0.4545455,0.4181818,5183
1950,"ETH","Ethiopia",0.6841204,0.5961538,0.1960784,5183
1951,"ETH","Ethiopia",0.432582,0.3913043,0.5652174,5183
1952,"ETH","Ethiopia",0.2980623,0.4166667,0.4791667,5183
1953,"ETH","Ethiopia",0.2807253,0.48,0.68,5183
1954,"ETH","Ethiopia",0.3847633,0.4333333,0.4666667,5183
1955,"ETH","Ethiopia",0.3818287,0.2173913,0.5217391,5183
1956,"ETH","Ethiopia",0.3544354,0.7173913,0.4347826,5183
1957,"ETH","Ethiopia",0.1315123,0.4848485,0.5757576,5183
1958,"ETH","Ethiopia",0.09070144,0.6060606,0.5151515,5183
1959,"ETH","Ethiopia",-0.05413224,0.3207547,0.5660377,5183
1960,"ETH","Ethiopia",-0.5432542,0.3235294,0.6568627,5183
1961,"ETH","Ethiopia",-0.6405572,0.2739726,0.6216216,5183
1962,"ETH","Ethiopia",-0.3517115,0.326087,0.5652174,5183
1963,"ETH","Ethiopia",-0.5396856,0.3448276,0.5517241,5183
1965,"ETH","Ethiopia",-0.2666957,0.3,0.725,5183
1966,"ETH","Ethiopia",-0.3519232,0.22,0.62,5183
1967,"ETH","Ethiopia",-0.2402316,0.3269231,0.7307692,5183
1968,"ETH","Ethiopia",-0.06547468,0.3,0.5,5183
1969,"ETH","Ethiopia",-0.03817699,0.3255814,0.6136364,5183
1970,"ETH","Ethiopia",0.0224095,0.3548387,0.5806452,5183
1971,"ETH","Ethiopia",0.01287727,0.4152542,0.6134454,5183
1972,"ETH","Ethiopia",-0.07757645,0.36,0.5940594,5183
1973,"ETH","Ethiopia",-0.05527663,0.2840909,0.6363636,5183
1974,"ETH","Ethiopia",-0.09504319,0.2727273,0.6212121,5183
1975,"ETH","Ethiopia",-0.07695024,0.2352941,0.6617647,5183
1976,"ETH","Ethiopia",-0.2716,0.2117647,0.7471264,5183
1977,"ETH","Ethiopia",-0.3239835,0.3793103,0.6704545,5183
1978,"ETH","Ethiopia",-0.5141637,0.3057851,0.6504065,5183
1979,"ETH","Ethiopia",-0.5713297,0.2352941,0.7083333,5183
1980,"ETH","Ethiopia",-0.7368504,0.17,0.78,5183
1981,"ETH","Ethiopia",-0.9052077,0.125,0.8139535,5183
1982,"ETH","Ethiopia",-1.145956,0.06578947,0.8421053,5183
1983,"ETH","Ethiopia",-1.023296,0.0979021,0.8391608,5183
1984,"ETH","Ethiopia",-0.9447005,0.06040268,0.8590604,5183
1985,"ETH","Ethiopia",-0.9469669,0.08724832,0.8175676,5183
1986,"ETH","Ethiopia",-1.059977,0.1006711,0.8716216,5183
1987,"ETH","Ethiopia",-1.165151,0.07407407,0.9854015,5183
1988,"ETH","Ethiopia",-1.238767,0.07633588,0.9692308,5183
1989,"ETH","Ethiopia",-1.086724,0.03603604,0.954955,5183
1990,"ETH","Ethiopia",-0.9555916,0.1190476,0.9285714,5183
1991,"ETH","Ethiopia",-0.7007902,0.1142857,0.5714286,5183
1992,"ETH","Ethiopia",-0.5375321,0.1060606,0.5,5183
1993,"ETH","Ethiopia",-0.4107139,0.1186441,0.4915254,5183
1994,"ETH","Ethiopia",-0.5044783,0.2424242,0.5,5183
1995,"ETH","Ethiopia",-0.3171482,0.2207792,0.5584416,5183
1996,"ETH","Ethiopia",-0.3461144,0.234375,0.6031746,5183
1997,"ETH","Ethiopia",-0.1945778,0.2272727,0.6363636,5183
1998,"ETH","Ethiopia",-0.3331479,0.1833333,0.6440678,5183
1999,"ETH","Ethiopia",-0.4262563,0.1969697,0.6818182,5183
2000,"ETH","Ethiopia",-0.4088609,0.2238806,0.7272727,5183
2001,"ETH","Ethiopia",-0.4992886,0.1384615,0.7230769,5183
2002,"ETH","Ethiopia",-0.3700606,0.1,0.7058824,5183
2003,"ETH","Ethiopia",-0.4190704,0.1216216,0.7567568,5183
2004,"ETH","Ethiopia",-0.5024951,0.09090909,0.7692308,5183
2005,"ETH","Ethiopia",-0.4148911,0.08823529,0.7058824,5183
2006,"ETH","Ethiopia",-0.4189029,0.04938272,0.7530864,5183
2007,"ETH","Ethiopia",-0.5271533,0.06060606,0.7076923,5183
2008,"ETH","Ethiopia",-0.4874003,0.07142857,0.7,5183
2009,"ETH","Ethiopia",-0.4369516,0.04444444,0.8,5183
2010,"ETH","Ethiopia",-0.5110569,0.1290323,0.7258065,5183
2011,"ETH","Ethiopia",-0.493686,0.1875,0.703125,5183
2012,"ETH","Ethiopia",-0.5025264,0.1692308,0.7076923,5183
1993,"ERI","Eritrea",-0.447913,0.25,0.125,4485
1994,"ERI","Eritrea",-0.3541283,0.3793103,0.6206897,4485
1995,"ERI","Eritrea",-0.297178,0.3137255,0.5098039,4485
1996,"ERI","Eritrea",-0.4773576,0.2363636,0.6296296,4485
1997,"ERI","Eritrea",-0.4970945,0.1864407,0.6271186,4485
1998,"ERI","Eritrea",-0.7075696,0.1428571,0.625,4485
1999,"ERI","Eritrea",-0.6273769,0.1692308,0.6307692,4485
2000,"ERI","Eritrea",-0.5521282,0.2222222,0.6984127,4485
2001,"ERI","Eritrea",-0.5991005,0.1538462,0.7384615,4485
2002,"ERI","Eritrea",-0.6429207,0.1142857,0.75,4485
2003,"ERI","Eritrea",-0.676921,0.1369863,0.7534247,4485
2004,"ERI","Eritrea",-0.652212,0.07575758,0.7846154,4485
2005,"ERI","Eritrea",-0.6482226,0.08450704,0.7183099,4485
2006,"ERI","Eritrea",-0.6254773,0.08433735,0.7831325,4485
2007,"ERI","Eritrea",-0.5999531,0.06756757,0.7260274,4485
2008,"ERI","Eritrea",-0.5995139,0.09859155,0.7042254,4485
2009,"ERI","Eritrea",-0.6630987,0.1129032,0.7258065,4485
2010,"ERI","Eritrea",-0.7097819,0.1384615,0.7384615,4485
2011,"ERI","Eritrea",-0.6302966,0.1702128,0.8085106,4485
2012,"ERI","Eritrea",-0.7314936,0.1641791,0.7014925,4485
1976,"ANG","Angola",-0.6327039,0.5,0.75,7508
1977,"ANG","Angola",-0.6213561,0.1590909,0.8666667,7508
1978,"ANG","Angola",-0.85044,0.2234043,0.7628866,7508
1979,"ANG","Angola",-0.907073,0.1574074,0.733945,7508
1980,"ANG","Angola",-1.184159,0.09756098,0.902439,7508
1981,"ANG","Angola",-1.092613,0.1219512,0.8225806,7508
1982,"ANG","Angola",-1.078035,0.09027778,0.8194444,7508
1983,"ANG","Angola",-0.8926799,0.07575758,0.9015152,7508
1984,"ANG","Angola",-1.119446,0.04761905,0.8911565,7508
1985,"ANG","Angola",-1.153126,0.04201681,0.8474576,7508
1986,"ANG","Angola",-1.503812,0.06666667,0.8993289,7508
1987,"ANG","Angola",-1.550603,0.05839416,0.9489051,7508
1988,"ANG","Angola",-1.49726,0.0546875,0.9527559,7508
1989,"ANG","Angola",-1.481247,0.03738318,0.953271,7508
1990,"ANG","Angola",-1.442216,0.1351351,0.9324324,7508
1991,"ANG","Angola",-1.28173,0.09433962,0.5283019,7508
1992,"ANG","Angola",-1.108694,0.1304348,0.4637681,7508
1993,"ANG","Angola",-0.9324389,0.14,0.44,7508
1994,"ANG","Angola",-0.5832682,0.2162162,0.4864865,7508
1995,"ANG","Angola",-0.6668301,0.2857143,0.4285714,7508
1996,"ANG","Angola",-0.6900736,0.2318841,0.6029412,7508
1997,"ANG","Angola",-0.6594147,0.1363636,0.7272727,7508
1998,"ANG","Angola",-0.4414213,0.1964286,0.625,7508
1999,"ANG","Angola",-0.655796,0.1515152,0.6969697,7508
2000,"ANG","Angola",-0.4523204,0.2941176,0.66,7508
2001,"ANG","Angola",-0.3515904,0.15,0.7288136,7508
2002,"ANG","Angola",-0.5753523,0.09375,0.7419355,7508
2003,"ANG","Angola",-0.4173741,0.1846154,0.7538462,7508
2004,"ANG","Angola",-0.510123,0.09259259,0.7924528,7508
2005,"ANG","Angola",-0.5129637,0.08823529,0.7428571,7508
2006,"ANG","Angola",-0.4455997,0.09090909,0.7272727,7508
2007,"ANG","Angola",-0.3204305,0.08,0.76,7508
2008,"ANG","Angola",-0.5297527,0.07352941,0.7058824,7508
2009,"ANG","Angola",-0.6170794,0.09677419,0.7096774,7508
2010,"ANG","Angola",-0.6829765,0.1333333,0.7333333,7508
2011,"ANG","Angola",-0.6876509,0.1607143,0.75,7508
2012,"ANG","Angola",-0.7487265,0.1363636,0.7121212,7508
1975,"MZM","Mozambique",-0.7537529,0.296875,0.78125,9078
1976,"MZM","Mozambique",-0.748761,0.1578947,0.8474576,9078
1977,"MZM","Mozambique",-0.5532888,0.3636364,0.6516854,9078
1978,"MZM","Mozambique",-0.8147499,0.2571429,0.7037037,9078
1979,"MZM","Mozambique",-0.9391974,0.1621622,0.7589286,9078
1980,"MZM","Mozambique",-1.185378,0.07608696,0.826087,9078
1981,"MZM","Mozambique",-1.202343,0.08730159,0.8503937,9078
1982,"MZM","Mozambique",-1.320306,0.08441558,0.8636364,9078
1983,"MZM","Mozambique",-1.369783,0.0729927,0.9051095,9078
1984,"MZM","Mozambique",-1.157989,0.04137931,0.8758621,9078
1985,"MZM","Mozambique",-1.067128,0.05109489,0.8970588,9078
1986,"MZM","Mozambique",-0.8206161,0.08333333,0.9015152,9078
1987,"MZM","Mozambique",-0.8405005,0.04878049,0.984,9078
1988,"MZM","Mozambique",-0.8700073,0.06451613,0.9596774,9078
1989,"MZM","Mozambique",-0.829889,0.0754717,0.9811321,9078
1990,"MZM","Mozambique",-0.851129,0.1538462,0.9358974,9078
1991,"MZM","Mozambique",-0.7665228,0.1449275,0.5882353,9078
1992,"MZM","Mozambique",-0.7378361,0.1836735,0.5102041,9078
1993,"MZM","Mozambique",-0.7495218,0.15,0.4166667,9078
1994,"MZM","Mozambique",-0.795452,0.2727273,0.4393939,9078
1995,"MZM","Mozambique",-0.7025522,0.2745098,0.4509804,9078
1996,"MZM","Mozambique",-0.6251014,0.3090909,0.5555556,9078
1997,"MZM","Mozambique",-0.6675654,0.1791045,0.6567164,9078
1998,"MZM","Mozambique",-0.6102591,0.1754386,0.6071429,9078
1999,"MZM","Mozambique",-0.6781196,0.1969697,0.6363636,9078
2000,"MZM","Mozambique",-0.7142353,0.1904762,0.7258065,9078
2001,"MZM","Mozambique",-0.7357962,0.1428571,0.7460317,9078
2002,"MZM","Mozambique",-0.6881806,0.1052632,0.7818182,9078
2003,"MZM","Mozambique",-0.7018137,0.1315789,0.75,9078
2004,"MZM","Mozambique",-0.6690398,0.07352941,0.7794118,9078
2005,"MZM","Mozambique",-0.6737293,0.06060606,0.7121212,9078
2006,"MZM","Mozambique",-0.6856209,0.05952381,0.7738095,9078
2007,"MZM","Mozambique",-0.6521018,0.05194805,0.7105263,9078
2008,"MZM","Mozambique",-0.6461924,0.07142857,0.7,9078
2009,"MZM","Mozambique",-0.6606132,0.109375,0.703125,9078
2010,"MZM","Mozambique",-0.6833352,0.1034483,0.7586207,9078
2011,"MZM","Mozambique",-0.7119248,0.15,0.7333333,9078
2012,"MZM","Mozambique",-0.5010544,0.171875,0.75,9078
1965,"ZAM","Zambia",-0.6548786,0.2,0.7714286,7944
1966,"ZAM","Zambia",-0.5646494,0.1555556,0.6888889,7944
1967,"ZAM","Zambia",-0.8965458,0.1153846,0.7884615,7944
1968,"ZAM","Zambia",-0.823427,0.2857143,0.5238095,7944
1969,"ZAM","Zambia",-0.9449988,0.2368421,0.7179487,7944
1970,"ZAM","Zambia",-1.00878,0.2153846,0.7230769,7944
1971,"ZAM","Zambia",-0.5792068,0.373913,0.6982759,7944
1972,"ZAM","Zambia",-0.6751411,0.3265306,0.6464646,7944
1973,"ZAM","Zambia",-0.6107132,0.2222222,0.6333333,7944
1974,"ZAM","Zambia",-0.6861167,0.1857143,0.6714286,7944
1975,"ZAM","Zambia",-0.5395844,0.2575758,0.7424242,7944
1976,"ZAM","Zambia",-0.5246317,0.2195122,0.7261905,7944
1977,"ZAM","Zambia",-0.4386502,0.3555556,0.6593407,7944
1978,"ZAM","Zambia",-0.3346234,0.3548387,0.6111111,7944
1979,"ZAM","Zambia",-0.255691,0.2773109,0.65,7944
1980,"ZAM","Zambia",-0.2408469,0.2427184,0.7087379,7944
1981,"ZAM","Zambia",-0.3354146,0.1666667,0.7593985,7944
1982,"ZAM","Zambia",-0.4306383,0.1265823,0.7658228,7944
1983,"ZAM","Zambia",-0.49272,0.1409396,0.7785235,7944
1984,"ZAM","Zambia",-0.5590759,0.09271523,0.8410596,7944
1985,"ZAM","Zambia",-0.4850818,0.125,0.807947,7944
1986,"ZAM","Zambia",-0.6403271,0.1216216,0.8707483,7944
1987,"ZAM","Zambia",-0.4439686,0.0942029,0.9352518,7944
1988,"ZAM","Zambia",-0.6683932,0.08270677,0.9393939,7944
1989,"ZAM","Zambia",-0.8993756,0.05607477,0.9345794,7944
1990,"ZAM","Zambia",-0.8979786,0.1282051,0.9358974,7944
1991,"ZAM","Zambia",-0.8069247,0.1492537,0.5820896,7944
1992,"ZAM","Zambia",-0.8782088,0.1343284,0.4626866,7944
1993,"ZAM","Zambia",-0.5812468,0.2222222,0.4666667,7944
1994,"ZAM","Zambia",-0.6187619,0.2727273,0.530303,7944
1995,"ZAM","Zambia",-0.4818159,0.2467532,0.5584416,7944
1996,"ZAM","Zambia",-0.484901,0.2957746,0.6428571,7944
1997,"ZAM","Zambia",-0.3662248,0.2622951,0.5081967,7944
1998,"ZAM","Zambia",-0.02806622,0.2264151,0.5471698,7944
1999,"ZAM","Zambia",-0.3444951,0.2,0.6769231,7944
2000,"ZAM","Zambia",-0.5169505,0.2063492,0.7580645,7944
2001,"ZAM","Zambia",-0.5788904,0.1492537,0.7424242,7944
2002,"ZAM","Zambia",-0.6180348,0.1126761,0.7536232,7944
2003,"ZAM","Zambia",-0.6776885,0.1315789,0.75,7944
2004,"ZAM","Zambia",-0.6600058,0.1,0.7826087,7944
2005,"ZAM","Zambia",-0.5478456,0.09722222,0.6944444,7944
2006,"ZAM","Zambia",-0.6676919,0.05813953,0.755814,7944
2007,"ZAM","Zambia",-0.7114672,0.03896104,0.6973684,7944
2008,"ZAM","Zambia",-0.6325483,0.08333333,0.6944444,7944
2009,"ZAM","Zambia",-0.55314,0.1230769,0.6769231,7944
2010,"ZAM","Zambia",-0.5535766,0.1538462,0.7076923,7944
2011,"ZAM","Zambia",-0.7326876,0.15625,0.703125,7944
2012,"ZAM","Zambia",-0.5239018,0.1940299,0.7014925,7944
1980,"ZIM","Zimbabwe",-0.1696096,0.2209302,0.6860465,8184
1981,"ZIM","Zimbabwe",-0.2812079,0.1375,0.9012346,8184
1982,"ZIM","Zimbabwe",-0.3478497,0.1098901,0.7582418,8184
1983,"ZIM","Zimbabwe",-0.5052403,0.1092437,0.8739496,8184
1984,"ZIM","Zimbabwe",-0.6309944,0.08270677,0.8421053,8184
1985,"ZIM","Zimbabwe",-0.6110799,0.1461538,0.8062016,8184
1986,"ZIM","Zimbabwe",-0.7089789,0.1188811,0.8802817,8184
1987,"ZIM","Zimbabwe",-0.7678897,0.1007194,0.95,8184
1988,"ZIM","Zimbabwe",-0.89061,0.0859375,0.9448819,8184
1989,"ZIM","Zimbabwe",-0.9191412,0.06666667,0.9428571,8184
1990,"ZIM","Zimbabwe",-0.900753,0.1428571,0.9285714,8184
1991,"ZIM","Zimbabwe",-0.9666546,0.1126761,0.5428571,8184
1992,"ZIM","Zimbabwe",-1.096389,0.09722222,0.4444444,8184
1993,"ZIM","Zimbabwe",-1.062928,0.1428571,0.3650794,8184
1994,"ZIM","Zimbabwe",-1.078041,0.2205882,0.5,8184
1995,"ZIM","Zimbabwe",-0.9522579,0.2051282,0.5128205,8184
1996,"ZIM","Zimbabwe",-0.8308795,0.25,0.6197183,8184
1997,"ZIM","Zimbabwe",-0.8793812,0.1818182,0.6060606,8184
1998,"ZIM","Zimbabwe",-1.024077,0.1551724,0.6551724,8184
1999,"ZIM","Zimbabwe",-0.8306883,0.1587302,0.6825397,8184
2000,"ZIM","Zimbabwe",-0.793091,0.2,0.75,8184
2001,"ZIM","Zimbabwe",-0.7638722,0.1304348,0.6521739,8184
2002,"ZIM","Zimbabwe",-0.8748473,0.1041667,0.8478261,8184
2003,"ZIM","Zimbabwe",-0.9183043,0.1351351,0.7567568,8184
2004,"ZIM","Zimbabwe",-1.074229,0.04347826,0.75,8184
2005,"ZIM","Zimbabwe",-1.1204,0.07142857,0.7285714,8184
2006,"ZIM","Zimbabwe",-1.186528,0.0625,0.8375,8184
2007,"ZIM","Zimbabwe",-1.330861,0.05333333,0.7567568,8184
2008,"ZIM","Zimbabwe",-1.353222,0.07142857,0.7571429,8184
2009,"ZIM","Zimbabwe",-1.33762,0.09230769,0.7384615,8184
2010,"ZIM","Zimbabwe",-1.388944,0.1269841,0.765625,8184
2011,"ZIM","Zimbabwe",-1.333368,0.1311475,0.7540984,8184
2012,"ZIM","Zimbabwe",-1.348091,0.0952381,0.6984127,8184
1965,"MAW","Malawi",0.3290606,0.3666667,0.6666667,7745
1966,"MAW","Malawi",0.6788865,0.5,0.3958333,7745
1967,"MAW","Malawi",1.310962,0.7169811,0.1886792,7745
1968,"MAW","Malawi",1.484859,0.7083333,0.125,7745
1969,"MAW","Malawi",1.554061,0.4,0.25,7745
1970,"MAW","Malawi",1.33209,0.5789474,0.122807,7745
1971,"MAW","Malawi",1.631644,0.7093023,0.1724138,7745
1972,"MAW","Malawi",1.308076,0.5373134,0.3382353,7745
1973,"MAW","Malawi",1.207202,0.4146341,0.3780488,7745
1974,"MAW","Malawi",1.219867,0.4482759,0.2241379,7745
1975,"MAW","Malawi",1.166957,0.3809524,0.2857143,7745
1976,"MAW","Malawi",1.07645,0.3571429,0.4302326,7745
1977,"MAW","Malawi",0.8611649,0.3050847,0.440678,7745
1978,"MAW","Malawi",0.6278323,0.4356436,0.4368932,7745
1979,"MAW","Malawi",0.6708668,0.3157895,0.40625,7745
1980,"MAW","Malawi",0.8624398,0.2903226,0.3225806,7745
1981,"MAW","Malawi",0.7005411,0.3076923,0.3924051,7745
1982,"MAW","Malawi",0.6990624,0.1633987,0.4575163,7745
1983,"MAW","Malawi",0.453604,0.1351351,0.5405405,7745
1984,"MAW","Malawi",0.2802212,0.1066667,0.6733333,7745
1985,"MAW","Malawi",0.568467,0.2198582,0.4928571,7745
1986,"MAW","Malawi",0.4725504,0.2042254,0.65,7745
1987,"MAW","Malawi",0.2690265,0.1397059,0.8321168,7745
1988,"MAW","Malawi",0.3116325,0.1102362,0.8253968,7745
1989,"MAW","Malawi",0.192216,0.1018519,0.8518519,7745
1990,"MAW","Malawi",0.1993865,0.1973684,0.7894737,7745
1991,"MAW","Malawi",0.03328366,0.1470588,0.7014925,7745
1992,"MAW","Malawi",0.02887303,0.2340426,0.6382979,7745
1993,"MAW","Malawi",-0.1864278,0.2068966,0.5344828,7745
1994,"MAW","Malawi",-0.3363693,0.2941176,0.5882353,7745
1995,"MAW","Malawi",-0.3513644,0.2368421,0.5394737,7745
1996,"MAW","Malawi",-0.3576214,0.2714286,0.6521739,7745
1997,"MAW","Malawi",-0.2868038,0.2380952,0.6190476,7745
1998,"MAW","Malawi",-0.425453,0.2033898,0.6779661,7745
1999,"MAW","Malawi",-0.3127789,0.4285714,0.6666667,7745
2000,"MAW","Malawi",-0.4849201,0.325,0.65,7745
2001,"MAW","Malawi",-0.335182,0.2,0.65,7745
2002,"MAW","Malawi",-0.4437239,0.1129032,0.7,7745
2003,"MAW","Malawi",-0.4634285,0.14,0.72,7745
2004,"MAW","Malawi",-0.1070813,0.1463415,0.6585366,7745
2005,"MAW","Malawi",-0.3594218,0.09090909,0.6909091,7745
2006,"MAW","Malawi",-0.06502939,0.09756098,0.6463415,7745
2007,"MAW","Malawi",-0.2671644,0.06849315,0.6666667,7745
2008,"MAW","Malawi",-0.4533695,0.109375,0.703125,7745
2009,"MAW","Malawi",-0.4052272,0.1578947,0.6666667,7745
2010,"MAW","Malawi",-0.4484584,0.1538462,0.6923077,7745
2011,"MAW","Malawi",-0.4751439,0.2264151,0.7169811,7745
2012,"MAW","Malawi",-0.3404247,0.1818182,0.6727273,7745
1946,"SAF","South Africa",1.83435,0.8095238,0.2380952,9086
1947,"SAF","South Africa",1.959524,0.7105263,0.2105263,9086
1948,"SAF","South Africa",1.443469,0.6354167,0.1263158,9086
1949,"SAF","South Africa",1.937962,0.8297872,0.06382979,9086
1950,"SAF","South Africa",2.170151,0.6792453,0.1153846,9086
1951,"SAF","South Africa",2.170277,0.5,0.5,9086
1952,"SAF","South Africa",2.542787,0.7555556,0.1333333,9086
1953,"SAF","South Africa",2.649817,0.32,0.08,9086
1954,"SAF","South Africa",2.524732,0.3,0.2333333,9086
1955,"SAF","South Africa",2.506074,0.6,0,9086
1956,"SAF","South Africa",1.98626,0.6444444,0.08888889,9086
1957,"SAF","South Africa",2.066513,0.4444444,0.1111111,9086
1958,"SAF","South Africa",2.05994,0.9583333,0.125,9086
1959,"SAF","South Africa",2.238707,0.6153846,0.1538462,9086
1960,"SAF","South Africa",1.883979,0.5930233,0.08139535,9086
1961,"SAF","South Africa",1.767746,0.6865672,0.05882353,9086
1962,"SAF","South Africa",1.997586,0.875,0.15,9086
1963,"SAF","South Africa",2.206932,0.4736842,0,9086
1965,"SAF","South Africa",2.137514,0.8529412,0.1470588,9086
1966,"SAF","South Africa",2.123692,0.673913,0.173913,9086
1967,"SAF","South Africa",1.395596,0.5,0.1730769,9086
1968,"SAF","South Africa",2.155895,0.68,0.06,9086
1969,"SAF","South Africa",2.425493,0.5517241,0.2758621,9086
1970,"SAF","South Africa",2.407673,0.65,0.175,9086
1971,"SAF","South Africa",2.702833,0.6883117,0.2564103,9086
1972,"SAF","South Africa",2.57157,0.6705882,0.2906977,9086
1973,"SAF","South Africa",2.662006,0.7384615,0.2615385,9086
1974,"SAF","South Africa",2.665759,0.5,0,9086
1993,"SAF","South Africa",-0.004468549,1,0,9086
1994,"SAF","South Africa",-0.315076,0.2878788,0.5606061,9086
1995,"SAF","South Africa",-0.3194141,0.2592593,0.5802469,9086
1996,"SAF","South Africa",-0.2132155,0.3013699,0.6527778,9086
1997,"SAF","South Africa",-0.1328818,0.2794118,0.7058824,9086
1998,"SAF","South Africa",-0.09902071,0.2459016,0.7333333,9086
1999,"SAF","South Africa",-0.01311135,0.2686567,0.761194,9086
2000,"SAF","South Africa",0.01274671,0.2537313,0.7121212,9086
2001,"SAF","South Africa",0.03143476,0.140625,0.7619048,9086
2002,"SAF","South Africa",-0.2781714,0.125,0.7857143,9086
2003,"SAF","South Africa",-0.3578562,0.1232877,0.7808219,9086
2004,"SAF","South Africa",-0.4435794,0.08571429,0.7971014,9086
2005,"SAF","South Africa",-0.4594226,0.08333333,0.7777778,9086
2006,"SAF","South Africa",-0.5029199,0.06976744,0.8139535,9086
2007,"SAF","South Africa",-0.5505249,0.05194805,0.7236842,9086
2008,"SAF","South Africa",-0.5597193,0.06944444,0.7361111,9086
2009,"SAF","South Africa",-0.5740763,0.119403,0.6865672,9086
2010,"SAF","South Africa",-0.5497448,0.1230769,0.7424242,9086
2011,"SAF","South Africa",-0.7265453,0.1451613,0.7096774,9086
2012,"SAF","South Africa",-0.5507003,0.1641791,0.7014925,9086
1990,"NAM","Namibia",-0.9866059,0.1445783,0.9277108,8903
1991,"NAM","Namibia",-1.056005,0.1111111,0.5633803,8903
1992,"NAM","Namibia",-1.095936,0.1014493,0.4347826,8903
1993,"NAM","Namibia",-1.026371,0.1612903,0.3870968,8903
1994,"NAM","Namibia",-0.9897772,0.2575758,0.4848485,8903
1995,"NAM","Namibia",-0.8924759,0.3207547,0.4716981,8903
1996,"NAM","Namibia",-0.7959003,0.2459016,0.5333333,8903
1997,"NAM","Namibia",-0.8609242,0.1641791,0.6268657,8903
1998,"NAM","Namibia",-0.7227903,0.122807,0.6607143,8903
1999,"NAM","Namibia",-0.7724117,0.1617647,0.6764706,8903
2000,"NAM","Namibia",-0.7193649,0.1875,0.7142857,8903
2001,"NAM","Namibia",-0.685375,0.09677419,0.7258065,8903
2002,"NAM","Namibia",-0.646275,0.15,0.7586207,8903
2003,"NAM","Namibia",-0.6662936,0.1351351,0.7702703,8903
2004,"NAM","Namibia",-0.6543031,0.07142857,0.7826087,8903
2005,"NAM","Namibia",-0.5450883,0.09722222,0.6944444,8903
2006,"NAM","Namibia",-0.6444034,0.05882353,0.7647059,8903
2007,"NAM","Namibia",-0.579492,0.05797101,0.7058824,8903
2008,"NAM","Namibia",-0.6310744,0.07142857,0.7142857,8903
2009,"NAM","Namibia",-0.817495,0.09836066,0.704918,8903
2010,"NAM","Namibia",-0.7886011,0.1111111,0.826087,8903
2011,"NAM","Namibia",-0.7468714,0.1639344,0.7213115,8903
2012,"NAM","Namibia",-0.7917425,0.1428571,0.6825397,8903
1966,"LES","Lesotho",0.7179262,0.5357143,0.3571429,9486
1967,"LES","Lesotho",0.8216157,0.7142857,0.4285714,9486
1968,"LES","Lesotho",0.9221996,0.5675676,0.1891892,9486
1969,"LES","Lesotho",0.8059127,0.3939394,0.3939394,9486
1970,"LES","Lesotho",0.8837434,0.6744186,0.1162791,9486
1971,"LES","Lesotho",1.036817,0.5925926,0.3536585,9486
1972,"LES","Lesotho",0.7197684,0.4125,0.597561,9486
1973,"LES","Lesotho",0.4182412,0.260274,0.6712329,9486
1974,"LES","Lesotho",0.4696498,0.3076923,0.6,9486
1975,"LES","Lesotho",0.3312788,0.2753623,0.6521739,9486
1976,"LES","Lesotho",0.1870059,0.1571429,0.7916667,9486
