playerNr,groupNr,subjectNr,period,treatment,relevant,t2_correcttexts,t2_numseq,t2_answer,tediousness,test,wta11,wta12,wta13,wta14,wta15,wta16,wta17,wta18,wta19,wta110,wta111,wta112,wta113,wta114,wta115,wta116,wta21,wta22,wta23,wta24,wta25,wta26,wta27,wta28,wta29,wta210,wta211,wta212,wta213,wta214,wta215,wta216,pchosen,optionchosen,extra,scenario,rel,totaltask,vchosen,gender,age,bonus,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date
37,0,0,1,1,5,0,1,NA,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.25,2,15,1,5,30,5.25,NA,NA,NA,NA,14,16,140,10,50,NA,NA,33,2020-03-20T10:36:00Z
38,0,0,1,2,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16,NA,NA,NA,NA,NA,NA,2020-03-20T10:36:00Z
39,0,0,1,1,7,15,16,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.75,1,0,1,7,15,4,2,28,4,6,6,446,100,6,8,14,568,43,2020-03-20T10:36:00Z
40,0,0,1,2,8,15,17,NA,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,6,1,0,1,8,15,4,2,38,4,6,3712,797,406,13,43,9,640,37,2020-03-20T10:36:00Z
41,0,0,1,1,9,15,16,NA,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6.25,1,0,1,9,15,4,1,42,4,6,15,39,83,19,40,6,451,16,2020-03-20T10:36:00Z
42,0,0,1,2,10,30,39,NA,9,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,6.5,2,15,1,10,30,6.5,2,25,6.5,8.5,308,14,366,5,5,6,1509,36,2020-03-20T10:36:00Z
43,0,0,1,1,11,30,37,NA,10,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.75,2,15,1,11,30,6.75,1,47,6.75,8.75,23,35,180,9,38,6,1388,25,2020-03-20T10:36:00Z
44,0,0,1,2,12,30,31,NA,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7,2,15,1,12,30,7,2,41,7,9,22,72,127,11,43,8,1210,23,2020-03-20T10:36:00Z
45,0,0,1,1,13,15,16,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,0,1,13,15,4,1,34,4,6,5,14,196,43,55,8,664,25,2020-03-20T10:36:00Z
46,0,0,1,2,14,30,32,NA,4,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7.5,2,15,1,14,30,7.5,2,32,7.5,9.5,30,58,127,27,48,12,1038,64,2020-03-20T10:36:00Z
47,0,0,1,1,15,30,31,NA,9,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,7.75,2,15,1,15,30,7.75,1,27,7.75,9.75,24,26,197,25,121,10,2348,63,2020-03-20T10:36:00Z
48,0,0,1,2,16,30,37,NA,5,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,8,2,15,1,16,30,8,2,26,8,10,14,24,308,9,7,9,2032,105,2020-03-20T10:36:00Z
49,0,0,1,1,17,30,34,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4.25,1,15,2,1,30,4,1,24,4,6,5,7,266,8,38,7,2400,31,2020-03-20T10:36:00Z
50,0,0,1,2,18,1,2,NA,10,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,4.5,2,30,2,2,45,4.5,NA,NA,NA,NA,6,10,200,5,8,NA,NA,115,2020-03-20T10:36:00Z
51,0,0,1,1,19,30,32,NA,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75,1,15,2,3,30,4,1,45,4,6,23,51,521,8,91,11,2212,52,2020-03-20T10:36:00Z
52,0,0,1,2,20,45,49,NA,10,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,5,2,30,2,4,45,5,2,35,5,7,5,4,134,6,11,8,1207,19,2020-03-20T10:36:00Z
53,0,0,1,1,21,45,47,NA,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.25,2,30,2,5,45,5.25,1,31,5.25,7.25,28,33,101,12,34,6,933,19,2020-03-20T10:36:00Z
54,0,0,1,2,22,30,32,NA,9,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.5,1,15,2,6,30,4,1,35,4,6,62,77,172,11,60,9,1818,44,2020-03-20T10:36:00Z
55,0,0,1,1,23,30,37,NA,6,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.75,1,15,2,7,30,4,1,54,4,6,54,61,264,17,68,6,2450,22,2020-03-20T10:36:00Z
56,0,0,1,2,24,30,37,NA,9,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,6,1,15,2,8,30,4,1,48,4,6,20,25,160,10,11,7,997,38,2020-03-20T10:36:00Z
57,0,0,1,1,25,45,48,NA,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6.25,2,30,2,9,45,6.25,1,45,6.25,8.25,22,95,183,10,68,21,1700,106,2020-03-20T10:36:00Z
58,0,0,1,2,26,30,39,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,15,2,10,30,4,2,29,4,6,13,33,199,15,26,12,1217,77,2020-03-20T10:36:00Z
59,0,0,1,1,27,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,NA,NA,NA,NA,NA,NA,2020-03-20T10:36:00Z
60,0,0,1,2,28,45,53,NA,8,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,7,2,30,2,12,45,7,1,32,7,9,9,12,104,5,9,7,2539,22,2020-03-20T10:36:00Z
61,0,0,1,1,29,30,34,NA,10,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,15,2,13,30,4,2,25,4,6,1318,7,249,7,5,6,965,26,2020-03-20T10:36:00Z
62,0,0,1,2,30,45,46,NA,10,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,7.5,2,30,2,14,45,7.5,2,29,7.5,9.5,22,51,138,11,29,6,1577,28,2020-03-20T10:36:00Z
63,0,0,1,1,31,45,52,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,7.75,2,30,2,15,45,7.75,1,24,7.75,9.75,28,106,357,9,78,6,3556,30,2020-03-20T10:36:00Z
64,0,0,1,2,32,30,42,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,15,2,16,30,4,1,32,4,6,39,53,181,17,34,12,1729,73,2020-03-20T10:36:00Z
65,0,0,1,1,1,15,18,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4.25,1,0,1,1,15,4,1,39,4,6,9,10,79,7,15,6,471,61,2020-03-20T10:36:00Z
66,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-20T10:36:00Z
67,0,0,1,1,3,15,18,NA,10,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4.75,1,0,1,3,15,4,2,30,4,6,5,11,165,5,21,6,634,23,2020-03-20T10:36:00Z
68,0,0,1,2,4,15,21,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,1,4,15,4,2,46,4,6,18,43,147,15,49,9,1126,22,2020-03-20T10:36:00Z
69,0,0,1,1,5,30,50,NA,8,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,5.25,2,15,1,5,30,5.25,1,40,5.25,7.25,21,96,130,5,8,8,1397,25,2020-03-20T10:36:00Z
70,0,0,1,2,6,15,17,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.5,1,0,1,6,15,4,1,38,4,6,7,19,94,13,25,9,484,24,2020-03-20T10:36:00Z
71,0,0,1,1,7,30,32,NA,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.75,2,15,1,7,30,5.75,2,56,5.75,7.75,77,138,203,19,120,8,1906,31,2020-03-20T10:36:00Z
72,0,0,1,2,8,30,39,NA,9,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,6,2,15,1,8,30,6,1,22,6,8,13,118,105,11,13,7,2232,29,2020-03-20T10:36:00Z
73,0,0,1,1,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2020-03-20T10:36:00Z
74,0,0,1,2,10,30,34,NA,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6.5,2,15,1,10,30,6.5,2,41,6.5,8.5,25,43,107,10,56,6,995,23,2020-03-20T10:36:00Z
75,0,0,1,1,11,30,36,NA,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6.75,2,15,1,11,30,6.75,2,57,6.75,8.75,71,30,328,8,18,21,2066,16,2020-03-20T10:36:00Z
76,0,0,1,2,12,15,17,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,0,1,12,15,4,1,41,4,6,31,55,106,8,32,7,517,97,2020-03-20T10:36:00Z
77,0,0,1,1,13,30,32,NA,9,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,7.25,2,15,1,13,30,7.25,2,39,7.25,9.25,172,8,181,8,15,10,1203,88,2020-03-20T10:36:00Z
78,0,0,1,2,14,30,31,NA,7,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7.5,2,15,1,14,30,7.5,2,43,7.5,9.5,31,37,123,15,32,16,886,31,2020-03-20T10:36:00Z
79,0,0,1,1,15,30,33,NA,4,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7.75,2,15,1,15,30,7.75,1,39,7.75,9.75,20,134,141,13,33,7,1035,17,2020-03-20T10:36:00Z
80,0,0,1,2,16,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,23,NA,NA,NA,NA,NA,NA,2020-03-20T10:36:00Z
81,0,0,1,1,17,12,81,NA,10,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,4.25,1,15,2,1,30,4,NA,NA,NA,NA,7,16,139,6,174,NA,NA,39,2020-03-20T10:36:00Z
82,0,0,1,2,18,30,35,NA,7,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4.5,1,15,2,2,30,4,2,46,4,6,14,27,131,7,24,7,852,28,2020-03-20T10:36:00Z
83,0,0,1,1,19,30,34,NA,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4.75,1,15,2,3,30,4,1,34,4,6,53,7,296,6,17,8,1167,46,2020-03-20T10:36:00Z
84,0,0,1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-20T10:36:00Z
85,0,0,1,1,21,30,32,NA,8,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5.25,1,15,2,5,30,4,1,35,4,6,4,23,66,10,18,6,700,15,2020-03-20T10:36:00Z
1,0,0,1,1,1,15,16,NA,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.25,1,0,1,1,15,4,2,24,4,6,238,43,488,9,45,6,652,61,2020-03-20T17:52:00Z
2,0,0,1,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,142,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
3,0,0,1,1,3,15,20,NA,9,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4.75,1,0,1,3,15,4,1,27,4,6,6,24,70,6,17,7,416,20,2020-03-20T17:52:00Z
4,0,0,1,2,4,15,18,NA,7,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,1,0,1,4,15,4,2,55,4,6,62,39,131,11,38,6,677,14,2020-03-20T17:52:00Z
5,0,0,1,1,5,2,5,NA,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5.25,2,15,1,5,30,5.25,NA,NA,NA,NA,9,20,175,10,21,NA,NA,19,2020-03-20T17:52:00Z
6,0,0,1,2,6,15,18,NA,9,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.5,1,0,1,6,15,4,2,52,4,6,9,47,155,7,21,8,630,20,2020-03-20T17:52:00Z
7,0,0,1,1,7,15,16,NA,10,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.75,1,0,1,7,15,4,1,30,4,6,8,17,96,6,47,4,356,20,2020-03-20T17:52:00Z
8,0,0,1,2,8,30,32,NA,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,15,1,8,30,6,1,35,6,8,8,31,106,12,27,14,1011,23,2020-03-20T17:52:00Z
9,0,0,1,1,9,15,18,NA,8,NA,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,6.25,1,0,1,9,15,4,2,28,4,6,7,9,328,5,4,9,1147,65,2020-03-20T17:52:00Z
10,0,0,1,2,10,15,22,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,6.5,1,0,1,10,15,4,2,31,4,6,6,13,178,11,53,5,768,43,2020-03-20T17:52:00Z
11,0,0,1,1,11,30,31,NA,7,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.75,2,15,1,11,30,6.75,1,32,6.75,8.75,22,54,122,17,35,12,980,22,2020-03-20T17:52:00Z
12,0,0,1,2,12,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,7,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
13,0,0,1,1,13,15,21,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7.25,1,0,1,13,15,4,1,32,4,6,24,19,284,49,17,10,1223,36,2020-03-20T17:52:00Z
14,0,0,1,2,14,15,18,NA,9,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,7.5,1,0,1,14,15,4,1,32,4,6,139,46,280,6,7,7,2536,22,2020-03-20T17:52:00Z
15,0,0,1,1,15,30,33,NA,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7.75,2,15,1,15,30,7.75,1,35,7.75,9.75,5,22,253,10,33,5,919,19,2020-03-20T17:52:00Z
16,0,0,1,2,16,15,16,NA,9,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,0,1,16,15,4,2,32,4,6,18,11,138,11,17,11,1075,24,2020-03-20T17:52:00Z
17,0,0,1,1,17,45,83,NA,7,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,4.25,2,30,2,1,45,4.25,2,25,4.25,6.25,47,16,174,10,14,14,3910,29,2020-03-20T17:52:00Z
18,0,0,1,2,18,30,34,NA,8,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,15,2,2,30,4,1,30,4,6,59,9,118,8,10,10,1253,27,2020-03-20T17:52:00Z
19,0,0,1,1,19,30,32,NA,7,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75,1,15,2,3,30,4,2,51,4,6,26,64,128,39,38,10,878,22,2020-03-20T17:52:00Z
20,0,0,1,2,20,30,34,NA,6,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,15,2,4,30,4,2,33,4,6,8,38,126,7,38,6,1237,17,2020-03-20T17:52:00Z
21,0,0,1,1,21,30,36,NA,7,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,5.25,1,15,2,5,30,4,1,70,4,6,16,9,165,9,8,11,882,25,2020-03-20T17:52:00Z
22,0,0,1,2,22,15,35,NA,5,NA,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,5.5,2,30,2,6,45,5.5,NA,NA,NA,NA,13,13,374,8,17,NA,NA,669,2020-03-20T17:52:00Z
23,0,0,1,1,23,30,36,NA,8,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,5.75,1,15,2,7,30,4,1,25,4,6,9,9,162,7,9,9,1689,26,2020-03-20T17:52:00Z
24,0,0,1,2,24,30,36,NA,8,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,6,1,15,2,8,30,4,2,55,4,6,104,9,156,8,11,6,2446,26,2020-03-20T17:52:00Z
25,0,0,1,1,25,30,46,NA,10,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,6.25,1,15,2,9,30,4,1,26,4,6,8,9,125,9,11,10,2166,25,2020-03-20T17:52:00Z
26,0,0,1,2,26,30,44,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,15,2,10,30,4,1,26,4,6,14,15,145,7,7,8,2767,30,2020-03-20T17:52:00Z
27,0,0,1,1,27,45,49,NA,9,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6.75,2,30,2,11,45,6.75,1,45,6.75,8.75,41,128,197,12,26,14,1767,35,2020-03-20T17:52:00Z
28,0,0,1,2,28,22,44,NA,10,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,30,2,12,45,7,NA,NA,NA,NA,13,45,304,18,33,NA,NA,47,2020-03-20T17:52:00Z
30,0,0,1,2,30,30,34,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7.5,1,15,2,14,30,4,2,28,4,6,22,29,532,8,41,10,2172,26,2020-03-20T17:52:00Z
31,0,0,1,1,31,0,1,NA,10,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,7.75,2,30,2,15,45,7.75,NA,NA,NA,NA,18,12,957,15,1067,NA,NA,155,2020-03-20T17:52:00Z
32,0,0,1,2,32,45,49,NA,7,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,8,2,30,2,16,45,8,2,32,8,10,28,68,327,9,18,9,2522,18,2020-03-20T17:52:00Z
33,0,0,1,1,1,13,14,NA,9,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,4.25,2,15,1,1,30,4.25,NA,NA,NA,NA,24,284,322,21,58,NA,NA,31,2020-03-20T17:52:00Z
34,0,0,1,2,2,15,16,NA,5,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4.5,1,0,1,2,15,4,1,27,4,6,3,22,67,11,22,6,344,17,2020-03-20T17:52:00Z
35,0,0,1,1,3,15,20,NA,6,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,4.75,1,0,1,3,15,4,2,30,4,6,65,38,371,40,99,20,797,109,2020-03-20T17:52:00Z
36,0,0,1,2,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,35,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
37,0,0,1,1,5,30,51,NA,9,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,5.25,2,15,1,5,30,5.25,1,30,5.25,7.25,25,27,205,9,5,9,1948,27,2020-03-20T17:52:00Z
38,0,0,1,2,6,15,19,NA,7,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,5.5,1,0,1,6,15,4,1,26,4,6,9,25,239,10,8,8,954,70,2020-03-20T17:52:00Z
39,0,0,1,1,7,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,23,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
40,0,0,1,2,8,30,32,NA,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,15,1,8,30,6,1,31,6,8,19,71,158,12,33,7,1469,38,2020-03-20T17:52:00Z
41,0,0,1,1,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,34,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z
42,0,0,1,2,10,15,18,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,0,1,10,15,4,1,31,4,6,55,4,196,6,5,6,2181,14,2020-03-20T17:52:00Z
43,0,0,1,1,11,15,20,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.75,1,0,1,11,15,4,1,32,4,6,909,10,116,4,4,6,2584,224,2020-03-20T17:52:00Z
